registro,codmes,customer_id,segmento,plazo,coddiv,importe,di,tasa,spread,personal_type,personal_id,plazo_dias,flag_vta,cutoff_date,variable_1,variable_2,variable_3,variable_4,variable_5,variable_6,variable_7,variable_8,variable_9,variable_10,variable_11,variable_12,variable_13,variable_14,variable_15,variable_16,variable_17,variable_18,variable_19,variable_20,variable_21,variable_22
DPPN-4306087,202507,0,PRIME,3 meses,PEN,454000,2.311,0.079,0.0074,7,55049,360,1,28/02/2025,0.487364901,0.018282621,,,,0.068450477,0.572009287,0.558275208,0.398982933,0.871515437,0.411391879,0.433090501,0.713841392,B,F,D,B,C,O,J,B,O
DPPN-4675077,202301,0,PRIME,3 meses,PEN,484000,2.503,0.025,0.0074,7,55067,360,1,28/02/2025,0.921205286,0.156776539,0.405867835,,,0.642073573,0.33785206,0.980068846,0.673045935,0.389961296,0.816374767,0.554234053,0.404941451,B,D,F,E,B,E,K,M,S
DPPN-2424238,202511,0,RETAIL,3 meses,PEN,301000,1.3318,0.06,0.0011,7,55094,360,1,29/02/2024,0.712995911,0.770840451,0.751090089,,,0.009585674,0.708780081,0.216198506,0.520358917,0.171734122,0.129439496,0.340403679,0.390035868,B,C,G,D,D,D,C,O,C
DPPN-3789501,202301,0,PRIME,3 meses,PEN,412000,2.0422,0.036,0.0074,7,55441,360,0,28/02/2025,0.16583045,0.60563888,0.146685258,,,0.800904908,0.292102742,0.392800355,0.885558442,0.356071036,0.600598038,0.159609718,0.914638155,D,B,D,E,E,T,A,B,D
DPPN-1612460,202503,0,RETAIL,3 meses,PEN,235000,0.9094,0.073,0.0011,7,57189,360,0,29/02/2024,0.644782887,0.919304705,0.901113889,,,0.726871585,0.80077138,0.010958256,0.641744048,0.965979167,0.572270296,0.779370104,0.34552314,D,C,F,D,A,L,E,L,K
DPPN-4453683,202312,0,PRIME,3 meses,PEN,466000,2.3878,0.063,0.0074,7,57977,360,1,28/02/2025,0.608611531,0.631695526,,,,0.559425136,0.99231327,0.409096492,0.158064976,0.332930812,0.848797088,0.15019116,0.901702966,A,A,D,D,D,I,H,M,Y
DPPN-136500,202311,0,RETAIL,3 meses,PEN,115000,0.1414,0.03,0.0011,7,59205,360,1,29/02/2024,0.173451076,0.095102664,0.145629397,,0.683875088,0.769910377,0.11941918,0.528615226,0.4517851,0.461341863,0.070994463,0.544590935,0.020931199,B,D,H,H,B,U,P,G,J
DPPN-2313541,202412,0,PRIME,3 meses,PEN,292000,1.2742,0.066,0.0074,7,59236,360,0,28/02/2025,0.368303278,0.810845577,,,,0.788139769,0.568389013,0.184181053,0.230749556,0.058256618,0.945385837,0.826311865,0.330222344,B,C,F,J,D,D,Q,M,Y
DPPN-4785774,202303,0,RETAIL,3 meses,PEN,493000,2.5606,0.074,0.0011,7,59458,360,0,29/02/2024,0.646302067,0.966076743,0.252814065,0.678608319,,0.071140396,0.979192808,0.798811859,0.325468673,0.222507525,0.577609806,0.845316771,0.363542302,D,F,E,H,A,E,I,N,R
DPPN-3346713,202401,0,PRIME,3 meses,PEN,376000,1.8118,0.067,0.0074,7,60424,360,1,28/02/2025,0.613988173,0.717012504,,0.734559532,,0.14404669,0.023349835,0.804749604,0.054638772,0.187282116,0.154439264,0.915941298,0.090214865,A,B,A,C,D,R,K,O,P
DPPN-837581,202403,0,PRIME,3 meses,PEN,172000,0.5062,0.081,0.0074,7,60600,360,1,28/02/2025,0.532755839,0.153840768,,,,0.155080926,0.051257766,0.154432159,0.792999763,0.541925404,0.015846435,0.769725646,0.73234048,D,C,F,F,D,D,I,I,V
DPPN-763783,202301,0,PRIME,3 meses,PEN,166000,0.4678,0.049,0.0074,7,60755,360,1,28/02/2025,0.288707664,0.27876686,0.901038501,0.283546422,,0.19623507,0.690891648,0.537250121,0.706327569,0.082152894,0.388853608,0.581325481,0.864574437,D,D,F,F,C,B,N,J,X
DPPN-3605006,202504,0,RETAIL,3 meses,PEN,397000,1.9462,0.039,0.0011,7,61157,360,1,29/02/2024,0.978513533,0.877465071,0.082677311,,0.959359859,0.693510588,0.669206675,0.395696237,0.674339392,0.678858366,0.862447774,0.133996188,0.844090866,C,C,E,J,C,N,J,A,S
DPPN-2793228,202412,0,RETAIL,3 meses,PEN,331000,1.5238,0.036,0.0011,7,61604,360,1,29/02/2024,0.596389496,0.023736481,,,,0.641786255,0.540045883,0.803334381,0.23319192,0.90695051,0.260587469,0.474272888,0.64204427,A,D,G,H,B,E,S,L,R
DPPN-2571834,202303,0,RETAIL,3 meses,PEN,313000,1.4086,0.08,0.0011,7,62091,360,1,29/02/2024,0.344277644,0.737345056,,0.59943788,,0.780657766,0.348352245,0.052340981,0.900689093,0.995447808,0.063748979,0.044901374,0.20528997,A,F,G,J,B,S,D,A,C
DPPN-4896471,202402,0,PRIME,3 meses,PEN,502000,2.6182,0.074,0.0074,7,62945,360,0,28/02/2025,0.500300666,0.877760624,,,,0.169049722,0.676126364,0.302551111,0.831517992,0.046603379,0.318586358,0.796789133,0.569395091,C,E,A,G,C,E,S,A,B
DPPN-1944551,202505,0,PRIME,3 meses,PEN,262000,1.0822,0.03,0.0074,7,63185,360,0,28/02/2025,0.115798142,,0.880987806,,0.964258545,0.227663855,0.311309168,0.217603014,0.303326947,0.241405521,0.568227178,0.687575934,0.591977734,B,F,E,F,B,H,J,I,M
DPPN-2129046,202408,0,RETAIL,3 meses,PEN,277000,1.1782,0.065,0.0011,7,63672,360,1,29/02/2024,0.637279384,0.945550025,,,,0.176985039,0.008734547,0.390151071,0.278624274,0.553762798,0.6064119,0.862206425,0.68217417,C,F,D,C,D,I,I,H,A
DPPN-62702,202505,0,RETAIL,3 meses,PEN,109000,0.103,0.034,0.0011,7,64883,360,1,29/02/2024,0.015322178,0.284788242,0.445088198,0.398363571,,0.388977035,0.655857475,0.402671194,0.997364028,0.286702991,0.861329334,0.19086137,0.445313083,A,D,C,K,C,Q,E,L,D
DPPN-394793,202408,0,PRIME,3 meses,PEN,136000,0.2758,0.082,0.0074,7,67346,360,0,28/02/2025,0.957863808,0.449654606,0.246790827,,,0.288933069,0.339608458,0.752532389,0.97043403,0.396573801,0.069638547,0.796963022,0.633249238,A,F,E,C,C,L,J,E,J
DPPN-1317268,202312,0,RETAIL,3 meses,PEN,211000,0.7558,0.032,0.0011,7,68172,360,0,29/02/2024,0.180582336,,,,,0.518673838,0.533133416,0.339696399,0.832947542,0.878560745,0.460900437,0.350377602,0.190619707,C,C,A,A,C,A,D,H,Y
DPPN-505490,202310,0,RETAIL,3 meses,PEN,145000,0.3334,0.021,0.0011,7,68761,360,1,29/02/2024,0.780491724,,0.88118662,0.070999029,,0.706064389,0.291558074,0.450568841,0.235869968,0.829707519,0.573999365,0.292071852,0.670972352,A,D,E,I,E,J,E,H,S
DPPN-4342986,202401,0,RETAIL,3 meses,PEN,457000,2.3302,0.021,0.0011,7,68776,360,1,29/02/2024,0.598591851,0.265821871,,,,0.656024243,0.512154558,0.949035318,0.552018057,0.425475844,0.174460754,0.364756005,0.205275382,C,E,G,G,C,P,F,E,M
DPPN-1796955,202307,0,PRIME,3 meses,PEN,250000,1.0054,0.03,0.0074,7,69010,360,0,28/02/2025,0.342792435,0.595633632,,,,0.449758351,0.669361792,0.773349888,0.673363921,0.22312244,0.597939318,0.645208769,0.739845443,C,B,A,J,E,U,N,F,O
DPPN-985177,202402,0,PRIME,3 meses,PEN,184000,0.583,0.067,0.0074,7,69917,360,1,28/02/2025,0.673515361,0.570800934,0.844898236,,,0.347496149,0.396992489,0.212993227,0.850586964,0.728319108,0.617156736,0.044823369,0.287475061,C,B,C,A,B,H,D,F,Z
DPPN-1538662,202301,0,RETAIL,3 meses,PEN,229000,0.871,0.083,0.0011,7,70996,360,0,29/02/2024,0.595417668,,,,,0.719391666,0.532569513,0.163949685,0.037062894,0.168295903,0.341683801,0.197498581,0.284359461,D,A,B,F,C,N,C,H,K
DPPN-3236016,202403,0,RETAIL,3 meses,PEN,367000,1.7542,0.041,0.0011,7,71082,360,1,29/02/2024,0.335833042,0.464223242,,,,0.147418143,0.61574255,0.15722944,0.765521719,0.630659787,0.887665036,0.91568674,0.036302507,C,D,F,A,C,S,K,A,J
DPPN-542389,202407,0,PRIME,3 meses,PEN,148000,0.3526,0.08,0.0074,7,72735,360,1,28/02/2025,0.575635942,0.512328898,0.466473169,0.208171624,,0.95306273,0.921588796,0.573583552,0.415403727,0.488227592,0.972658454,0.161752644,0.492963743,D,A,A,C,E,D,A,H,Z
DPPN-3309814,202301,0,RETAIL,3 meses,PEN,373000,1.7926,0.042,0.0011,7,73556,360,0,29/02/2024,0.691099951,0.68156326,,,,0.890041694,0.531799628,0.98408417,0.311194962,0.73167842,0.578989128,0.092112579,0.962082379,A,C,E,H,D,L,I,O,Z
DPPN-874480,202512,0,RETAIL,3 meses,PEN,175000,0.5254,0.074,0.0011,7,73586,360,0,29/02/2024,0.298260729,0.104683936,,,,0.96747141,0.216325999,0.352878181,0.019660946,0.518915863,0.914974211,0.019241637,0.704228036,B,A,G,A,C,M,B,G,S
DPPN-3826400,202404,0,RETAIL,3 meses,PEN,415000,2.0614,0.025,0.0011,7,73720,360,1,29/02/2024,0.838320571,0.983156026,0.320657412,,,0.297866398,0.937828336,0.618521957,0.260805282,0.355630546,0.078340841,0.454107815,0.552521324,B,F,E,B,D,J,C,H,K
DPPN-3715703,202312,0,PRIME,3 meses,PEN,406000,2.0038,0.089,0.0074,7,73936,360,0,28/02/2025,0.562397899,,,,,0.124438731,0.498237181,0.769339729,0.340875177,0.110101719,0.52952843,0.007615387,0.500161196,C,E,A,H,D,S,M,A,I
DPPN-3531208,202505,0,RETAIL,3 meses,PEN,391000,1.9078,0.059,0.0011,7,74082,360,0,29/02/2024,0.446580257,0.621540208,0.425367485,,,0.644252339,0.662338619,0.043258694,0.611759808,0.722048224,0.83701224,0.996581935,0.389930443,C,E,F,H,D,U,B,I,L
DPPN-3199117,202507,0,PRIME,3 meses,PEN,364000,1.735,0.047,0.0074,7,75208,360,1,28/02/2025,0.34145267,,0.665680066,,,0.121491131,0.795459458,0.090620888,0.170996165,0.884699417,0.280893976,0.119336614,0.182335636,A,B,G,L,D,D,P,E,O
DPPN-1022076,202501,0,RETAIL,3 meses,PEN,187000,0.6022,0.057,0.0011,7,75737,360,0,29/02/2024,0.991975585,0.184330592,0.880765505,0.575563953,0.01685824,0.427550876,0.111227415,0.439800379,0.077709054,0.349629583,0.82911387,0.347433651,0.940531054,A,E,F,J,A,R,A,B,C
DPPN-3014622,202510,0,RETAIL,3 meses,PEN,349000,1.639,0.021,0.0011,7,78065,360,0,29/02/2024,0.895822187,0.992652262,,,,0.272082464,0.046362968,0.149209458,0.250683697,0.203524009,0.104006148,0.466106756,0.002464284,A,E,F,H,C,E,G,D,L
DPPN-3900198,202401,0,RETAIL,3 meses,PEN,421000,2.0998,0.062,0.0011,7,80298,360,0,29/02/2024,0.781134018,0.04069765,0.634506876,,,0.829385678,0.973263858,0.06484612,0.818431123,0.478570602,0.085102479,0.584008675,0.342814208,D,E,G,A,D,A,H,O,O
DPPN-1058975,202308,0,PRIME,3 meses,PEN,190000,0.6214,0.084,0.0074,7,80319,360,1,28/02/2025,0.535214249,0.568052076,0.778989554,,,0.218693639,0.718338637,0.734458692,0.527477836,0.861768316,0.866443254,0.713829695,0.022072377,D,D,C,B,D,D,O,F,D
DPPN-4933370,202304,0,RETAIL,3 meses,PEN,505000,2.6374,0.027,0.0011,7,80888,360,0,29/02/2024,0.177279623,0.881921966,0.632958695,,,0.65190862,0.329971441,0.394669823,0.925758997,0.045355507,0.380737918,0.379300307,0.678406802,B,E,H,F,D,U,A,K,N
DPPN-4490582,202502,0,RETAIL,3 meses,PEN,469000,2.407,0.051,0.0011,7,81488,360,0,29/02/2024,0.136403603,0.108306218,,0.894073106,,0.570904272,0.030354374,0.87751931,0.93090754,0.699413824,0.940105112,0.575133231,0.152492063,B,F,H,G,B,I,E,O,H
DPPN-3568107,202506,0,PRIME,3 meses,PEN,394000,1.927,0.07,0.0074,7,81861,360,0,28/02/2025,0.280438903,0.804985213,0.666288427,,,0.937680263,0.024252242,0.384991714,0.67448359,0.415382887,0.704625483,0.538495659,0.069663997,D,F,H,F,D,U,S,H,Z
DPPN-3125319,202509,0,PRIME,3 meses,PEN,358000,1.6966,0.033,0.0074,7,82504,360,1,28/02/2025,0.294487518,,,,0.366337709,0.571220988,0.838158193,0.032873907,0.297921386,0.720398695,0.893035057,0.220937157,0.009322814,B,C,A,J,B,B,E,K,A
DPPN-1501763,202304,0,PRIME,3 meses,PEN,226000,0.8518,0.059,0.0074,7,82548,360,1,28/02/2025,0.14514453,0.463078644,0.526586254,0.405560065,,0.961679166,0.067152987,0.274384102,0.165855771,0.12598827,0.121912611,0.668492742,0.506334659,C,D,F,G,B,C,S,O,X
DPPN-2461137,202302,0,PRIME,3 meses,PEN,304000,1.351,0.08,0.0074,7,82607,360,1,28/02/2025,0.063683532,0.304526392,0.058475972,0.807748962,,0.751460123,0.533292258,0.901279317,0.238661939,0.090546954,0.197231466,0.522557603,0.786543229,C,E,C,G,B,R,R,N,X
DPPN-2092147,202301,0,PRIME,3 meses,PEN,274000,1.159,0.038,0.0074,7,83929,360,0,28/02/2025,0.080905211,0.852587548,0.865793042,0.821357051,,0.980394535,0.835566804,0.067832425,0.892454138,0.551422598,0.240552266,0.915729128,0.210209332,A,F,B,F,D,A,S,J,W
DPPN-4416784,202302,0,RETAIL,3 meses,PEN,463000,2.3686,0.07,0.0011,7,85001,360,1,29/02/2024,0.920265901,0.755364598,0.92333232,0.956535643,,0.20186109,0.293467226,0.24272556,0.792922108,0.401521075,0.486532865,0.692740569,0.549018439,A,B,F,A,A,O,J,G,I
DPPN-4527481,202306,0,PRIME,3 meses,PEN,472000,2.4262,0.086,0.0074,7,85435,360,0,28/02/2025,0.868519519,0.65578806,0.041500558,,,0.036038891,0.178856641,0.850031206,0.804107205,0.602601491,0.212183589,0.439214555,0.081413353,C,A,H,I,B,C,R,L,O
DPPN-173399,202505,0,PRIME,3 meses,PEN,118000,0.1606,0.074,0.0074,7,90312,360,0,28/02/2025,0.194713531,,,,,0.516824619,0.252239504,0.047538787,0.603865257,0.140284485,0.065498063,0.914395854,0.085854937,D,C,D,D,A,C,L,E,Y
DPPN-4158491,202405,0,PRIME,3 meses,PEN,442000,2.2342,0.054,0.0074,7,90667,360,0,28/02/2025,0.472878945,0.686586195,0.955523979,0.68357519,,0.650463651,0.061842262,0.637898134,0.61898375,0.355744208,0.106722116,0.285046497,0.352436645,A,D,A,C,B,E,G,B,Y
DPPN-726884,202305,0,RETAIL,3 meses,PEN,163000,0.4486,0.03,0.0011,7,90902,360,0,29/02/2024,0.374727351,0.734655897,0.298941478,,,0.780673248,0.178207881,0.961936433,0.412167064,0.818791067,0.857974781,0.386209236,0.030201078,C,D,F,G,D,L,E,A,H
DPPN-3051521,202409,0,PRIME,3 meses,PEN,352000,1.6582,0.075,0.0074,7,91356,360,0,28/02/2025,0.235604497,0.217705654,0.145643212,,,0.021891794,0.528384013,0.344293407,0.935287609,0.465743033,0.87520212,0.385610651,0.266750542,C,C,C,F,D,P,I,N,W
DPPN-2608733,202408,0,PRIME,3 meses,PEN,316000,1.4278,0.027,0.0074,7,93429,360,1,28/02/2025,0.523310687,0.799598297,0.18886105,0.486748102,,0.674480045,0.844301149,0.463426251,0.789645272,0.666803264,0.739227773,0.50730686,0.531579718,C,D,A,A,B,L,P,G,G
DPPN-4047794,202506,0,RETAIL,3 meses,PEN,433000,2.1766,0.086,0.0011,7,94448,360,1,29/02/2024,0.319983656,0.970981152,,,0.981727216,0.990449142,0.870402435,0.261994345,0.450383223,0.058396593,0.624129886,0.930186507,0.061221911,D,B,H,G,E,S,R,O,B
DPPN-3162218,202304,0,RETAIL,3 meses,PEN,361000,1.7158,0.076,0.0011,7,94716,360,0,29/02/2024,0.081575859,0.702522355,0.275278407,,,0.823361984,0.732952049,0.221779725,0.139243568,0.121956864,0.892672992,0.452249058,0.073427445,C,A,E,I,C,N,A,H,Y
DPPN-1169672,202303,0,RETAIL,3 meses,PEN,199000,0.679,0.027,0.0011,7,95899,360,1,29/02/2024,0.297285662,0.701960803,0.846151831,0.810430892,,0.239085803,0.645260998,0.036959237,0.400377733,0.222655704,0.721309255,0.556420428,0.246452039,B,D,D,I,E,T,C,L,O
DPPN-4822673,202306,0,PRIME,3 meses,PEN,496000,2.5798,0.031,0.0074,7,96718,360,0,28/02/2025,0.836168039,,0.707632029,0.470577886,0.923175638,0.632034753,0.957603113,0.338062822,0.419641103,0.23661098,0.071675596,0.864700207,0.155973154,C,D,A,G,C,F,D,J,Q
DPPN-4379885,202301,0,PRIME,3 meses,PEN,460000,2.3494,0.079,0.0074,7,96962,360,1,28/02/2025,0.803853054,,0.103593401,,,0.77402579,0.693270107,0.240138556,0.823217537,0.282727002,0.510524568,0.029575829,0.810938416,D,F,D,J,C,B,G,E,J
DPPN-616187,202503,0,PRIME,3 meses,PEN,154000,0.391,0.059,0.0074,7,97288,360,0,28/02/2025,0.368675042,,,0.376608995,,0.441696726,0.655026239,0.262073528,0.101234933,0.40163235,0.476280861,0.97247451,0.455040044,B,C,C,I,D,I,M,L,D
DPPN-11096,202307,0,RETAIL,3 meses,PEN,103000,0.0646,0.057,0.0011,7,97351,360,0,29/02/2024,0.806891878,0.969175634,,0.793860598,,0.174866064,0.285799747,0.388138376,0.822651425,0.626904628,0.669964272,0.432453477,0.96513613,C,F,D,E,B,M,M,L,S
DPPN-4638178,202304,0,RETAIL,3 meses,PEN,481000,2.4838,0.027,0.0011,7,97894,360,1,29/02/2024,0.130892441,,0.597272515,,,0.727062908,0.207114018,0.613044479,0.126932724,0.042019139,0.966764552,0.88194247,0.649488696,A,D,G,F,B,O,L,L,N
DPPN-579288,202511,0,RETAIL,3 meses,PEN,151000,0.3718,0.045,0.0011,7,98423,360,1,29/02/2024,0.103443699,,,,,0.692452093,0.778941241,0.34258117,0.049152073,0.39512644,0.63121286,0.6766797,0.225822017,B,B,A,G,B,U,B,C,D
DPPN-4010895,202402,0,PRIME,3 meses,PEN,430000,2.1574,0.083,0.0074,7,857,360,0,28/02/2025,0.546538186,,0.37458485,,0.752675188,0.379504452,0.803973617,0.222698702,0.846411492,0.306608454,0.587827242,0.423577208,0.56697432,A,F,A,K,C,J,R,G,V
DPPN-25803,202304,0,PRIME,3 meses,PEN,106000,0.0838,0.076,0.0074,7,1281,360,0,28/02/2025,0.2272719,0.432967625,0.642657195,0.22501293,,0.040963428,0.154136708,0.059473046,0.14516558,0.533773475,0.791162468,0.202211782,0.326751305,D,C,F,G,D,U,A,M,O
DPPN-4711976,202502,0,RETAIL,3 meses,PEN,487000,2.5222,0.068,0.0011,7,1964,360,1,29/02/2024,0.051433124,0.461665988,,,,0.766221533,0.817788148,0.010770192,0.369646294,0.933878317,0.014127675,0.134836144,0.883136945,B,E,F,G,C,G,K,M,W
DPPN-689985,202401,0,PRIME,3 meses,PEN,160000,0.4294,0.038,0.0074,7,2412,360,1,28/02/2025,0.028662185,,0.620273833,,,0.529497535,0.826845287,0.878911579,0.717378226,0.030219195,0.866148606,0.250130574,0.783681797,B,A,E,E,E,A,N,D,J
DPPN-2276642,202303,0,RETAIL,3 meses,PEN,289000,1.255,0.058,0.0011,7,2628,360,1,29/02/2024,0.424811441,0.499924152,0.049510994,0.395743027,,0.959879288,0.597628365,0.301873701,0.685873947,0.130198117,0.57652861,0.959284465,0.342503173,C,F,C,B,C,E,D,F,G
DPPN-1132773,202402,0,PRIME,3 meses,PEN,196000,0.6598,0.046,0.0074,7,2701,360,1,28/02/2025,0.806129701,0.506213007,,,,0.942812528,0.510092975,0.717757143,0.629965942,0.96490694,0.520876233,0.682032969,0.859624059,D,F,G,B,D,Q,F,K,D
DPPN-2350440,202302,0,RETAIL,3 meses,PEN,295000,1.2934,0.059,0.0011,7,3865,360,1,29/02/2024,0.780048871,0.595013387,,0.68449661,,0.939812869,0.269522835,0.120670287,0.197747247,0.904063587,0.898972286,0.485482368,0.958757232,C,C,B,J,A,P,D,K,Z
DPPN-2165945,202409,0,PRIME,3 meses,PEN,280000,1.1974,0.06,0.0074,7,4451,360,0,28/02/2025,0.730059868,,,0.239654814,,0.075335819,0.306210116,0.04294164,0.86517396,0.812899509,0.523145585,0.328281496,0.348623936,A,A,G,F,D,N,D,F,R
DPPN-2645632,202303,0,RETAIL,3 meses,PEN,319000,1.447,0.041,0.0011,7,4789,360,1,29/02/2024,0.46704211,0.025033031,,,,0.043525563,0.973419213,0.929491057,0.852532578,0.029467279,0.72987105,0.795506735,0.248426817,A,B,C,A,A,P,N,M,U
DPPN-2534935,202408,0,PRIME,3 meses,PEN,310000,1.3894,0.061,0.0074,7,5281,360,1,28/02/2025,0.669208985,0.208664268,0.089602861,,0.262622244,0.784444471,0.333240882,0.85520394,0.423966985,0.075427191,0.628031087,0.626555245,0.572541402,C,C,B,K,C,C,J,L,F
DPPN-3678804,202507,0,RETAIL,3 meses,PEN,403000,1.9846,0.038,0.0011,7,6116,360,0,29/02/2024,0.988383833,0.262995956,,0.583640101,0.587885654,0.125508685,0.675844934,0.51370532,0.472581721,0.423509713,0.831715796,0.818676627,0.304617258,D,B,B,B,C,P,L,H,G
DPPN-948278,202312,0,RETAIL,3 meses,PEN,181000,0.5638,0.047,0.0011,7,6610,360,1,29/02/2024,0.922412824,0.651503444,,0.029802859,,0.477001539,0.316749767,0.742379007,0.051025447,0.59570046,0.524111256,0.642243475,0.155842381,A,D,F,A,B,S,R,D,X
DPPN-4748875,202301,0,PRIME,3 meses,PEN,490000,2.5414,0.032,0.0074,7,8184,360,0,28/02/2025,0.627991442,0.351198456,0.183393267,0.404447987,,0.01946991,0.117591983,0.843348298,0.786385507,0.091710652,0.201856972,0.167834957,0.455989542,B,A,E,G,A,U,S,I,P
DPPN-2977723,202308,0,PRIME,3 meses,PEN,346000,1.6198,0.047,0.0074,7,8313,360,1,28/02/2025,0.642409041,0.96100408,,,,0.147580714,0.707497981,0.167497106,0.168160041,0.853462416,0.269950188,0.613211721,0.464793563,B,F,B,C,B,S,B,D,K
DPPN-1464864,202412,0,RETAIL,3 meses,PEN,223000,0.8326,0.056,0.0011,7,8745,360,1,29/02/2024,0.531754227,0.966000405,0.982764385,,,0.304630862,0.133992539,0.643129406,0.257515958,0.12275952,0.85120116,0.855587706,0.537231951,B,C,A,K,E,A,H,N,A
DPPN-3272915,202305,0,PRIME,3 meses,PEN,370000,1.7734,0.066,0.0074,7,8830,360,1,28/02/2025,0.277954853,0.621977484,0.756574107,0.196889077,0.947845211,0.017083203,0.302788639,0.092653047,0.828168187,0.321830509,0.316920542,0.144753329,0.995328723,D,A,H,L,C,N,B,D,K
DPPN-1907652,202504,0,RETAIL,3 meses,PEN,259000,1.063,0.032,0.0011,7,9785,360,1,29/02/2024,0.304201599,0.024978695,,,0.343702723,0.992660076,0.722857453,0.806942141,0.474538441,0.075387181,0.571648789,0.348348535,0.605171603,B,E,A,I,C,R,S,G,K
DPPN-2387339,202403,0,PRIME,3 meses,PEN,298000,1.3126,0.057,0.0074,7,11048,360,1,28/02/2025,0.668057,,,0.764930455,,0.17238854,0.611727884,0.354254309,0.128967524,0.37056162,0.493915395,0.277362627,0.651385713,C,C,G,A,D,L,N,I,H
DPPN-4084693,202506,0,PRIME,3 meses,PEN,436000,2.1958,0.087,0.0074,7,11843,360,0,28/02/2025,0.077723721,0.402427394,,0.506823162,0.463738122,0.472066948,0.324575428,0.915358826,0.455383473,0.929510435,0.01790657,0.454606585,0.661650018,A,E,H,H,A,A,E,L,U
DPPN-1833854,202403,0,RETAIL,3 meses,PEN,253000,1.0246,0.03,0.0011,7,11999,360,0,29/02/2024,0.535401537,0.003444352,0.693745215,0.849316725,,0.731721538,0.088321977,0.474240795,0.939652213,0.578579788,0.401384577,0.939984212,0.580559825,B,F,G,C,C,F,F,L,M
DPPN-1280369,202411,0,PRIME,3 meses,PEN,208000,0.7366,0.078,0.0074,7,14101,360,1,28/02/2025,0.013296882,,,,,0.08858372,0.770596809,0.64715021,0.653762463,0.57946973,0.676704988,0.107467239,0.766298182,D,A,D,F,A,A,P,D,Q
DPPN-1981450,202502,0,RETAIL,3 meses,PEN,265000,1.1014,0.088,0.0011,7,14733,360,0,29/02/2024,0.323106547,0.035614423,,0.736854909,,0.633310563,0.905856305,0.747672476,0.906334798,0.177958557,0.304366547,0.68349931,0.483596965,C,E,E,A,D,L,F,D,G
DPPN-4859572,202512,0,RETAIL,3 meses,PEN,499000,2.599,0.07,0.0011,7,15025,360,0,29/02/2024,0.11272133,0.562743228,0.798594592,,,0.816932228,0.583818733,0.726720352,0.880172328,0.506084598,0.020542558,0.837369052,0.288619348,D,E,A,F,E,N,D,A,J
DPPN-653086,202502,0,RETAIL,3 meses,PEN,157000,0.4102,0.042,0.0011,7,16195,360,0,29/02/2024,0.352124515,0.092256759,0.288467092,0.936614274,,0.67840228,0.249965623,0.54273146,0.397102931,0.832930639,0.67719105,0.520687656,0.903899252,C,E,D,H,D,S,A,H,U
DPPN-4269188,202310,0,RETAIL,3 meses,PEN,451000,2.2918,0.089,0.0011,7,17948,360,0,29/02/2024,0.216262261,0.28399908,,0.212012213,,0.444073035,0.660937475,0.879311493,0.153880958,0.506013442,0.567031373,0.863132376,0.434654605,D,D,A,H,D,R,F,F,S
DPPN-3937097,202308,0,PRIME,3 meses,PEN,424000,2.119,0.029,0.0074,7,18322,360,1,28/02/2025,0.802813119,0.625629004,,,,0.05983436,0.605341406,0.771156563,0.379083646,0.915457672,0.058429915,0.641867465,0.402273576,A,A,B,K,A,U,F,K,T
DPPN-1723157,202501,0,PRIME,3 meses,PEN,244000,0.967,0.067,0.0074,7,19107,360,0,28/02/2025,0.463861452,,0.766643577,,,0.691119401,0.83084524,0.56574162,0.113677062,0.331952163,0.540091717,0.866096445,0.981285772,D,B,H,J,A,I,M,N,L
DPPN-3383612,202304,0,RETAIL,3 meses,PEN,379000,1.831,0.084,0.0011,7,19115,360,1,29/02/2024,0.256430638,0.138148811,,,,0.433509982,0.445975306,0.4389146,0.115582224,0.515139162,1.20E-05,0.397473806,0.842190203,A,D,G,G,C,P,E,J,Y
DPPN-4195390,202401,0,RETAIL,3 meses,PEN,445000,2.2534,0.022,0.0011,7,19129,360,1,29/02/2024,0.660920266,0.98127912,0.003041205,,0.801499749,0.050208183,0.501467008,0.710148296,0.037420844,0.430739936,0.190485326,0.322468789,0.34426953,C,F,F,E,C,P,F,F,H
DPPN-1649359,202303,0,PRIME,3 meses,PEN,238000,0.9286,0.036,0.0074,7,20910,360,1,28/02/2025,0.950100611,0.65877154,,,,0.795198682,0.490034603,0.152673017,0.178427037,0.510137488,0.340208823,0.647583689,0.82816775,A,B,H,K,E,N,C,B,R
DPPN-2018349,202406,0,PRIME,3 meses,PEN,268000,1.1206,0.045,0.0074,7,21561,360,1,28/02/2025,0.27629061,0.151395337,0.240055657,0.9624136,,0.764050905,0.935835974,0.106780119,0.604614438,0.425349164,0.986331099,0.642885735,0.354848521,A,D,B,A,C,U,L,D,I
DPPN-210298,202311,0,RETAIL,3 meses,PEN,121000,0.1798,0.058,0.0011,7,21943,360,0,29/02/2024,0.666757336,0.589255413,0.770112851,0.638973212,,0.498461236,0.877220746,0.828687468,0.488168575,0.732131732,0.840381661,0.73001994,0.851781002,D,A,E,A,B,F,K,E,F
DPPN-911379,202411,0,PRIME,3 meses,PEN,178000,0.5446,0.082,0.0074,7,23616,360,0,28/02/2025,0.551533127,0.682059405,,0.911589333,,0.847497677,0.649551389,0.608302144,0.794684611,0.870862453,0.958385206,0.29941882,0.757857786,C,B,F,D,A,N,M,O,S
